75,8,1237.22,2022-02-03 05:28:53,17
76,1015,12865.65,2022-05-24 01:08:07,4
77,752,569.49,2021-12-23 09:24:08,10
78,821,33.94,2018-10-31 03:36:43,6
79,1001,155.89,2020-12-01 13:36:03,2
80,773,672.56,2020-03-28 18:10:27,15
81,690,13253.18,2022-03-14 21:29:44,20
82,611,764.97,2020-11-17 01:07:02,6
83,173,3964.07,2018-10-07 23:37:41,4
84,458,5791.28,2019-08-12 04:36:44,20
85,502,10021.49,2018-07-13 22:27:28,11
86,190,8297.87,2021-11-15 09:17:57,11
87,559,14514.76,2018-05-25 20:04:27,19
88,824,13383.33,2020-01-18 21:03:02,7
89,966,3479.17,2019-10-20 16:31:56,4
90,245,2283.74,2020-01-24 00:03:58,3
91,314,33246.70,2019-10-01 11:56:08,19
92,752,8520.36,2018-05-13 04:49:46,16
93,1030,4196.56,2021-12-07 04:22:00,9
94,919,17649.76,2018-08-08 14:35:30,11
95,756,14633.66,2018-07-28 13:09:02,5
96,1007,12853.88,2022-01-29 02:09:46,20
97,124,4025.27,2020-02-14 22:45:20,9
98,590,14997.83,2018-10-02 20:14:32,18
99,879,2401.01,2022-04-05 13:46:41,3
100,17,2711.01,2020-10-06 14:37:18,19
101,1027,9647.95,2018-05-22 05:55:38,9
102,724,24020.50,2022-02-14 12:16:36,19
103,504,2322.69,2020-08-01 06:30:57,13
104,418,8728.88,2018-04-26 05:56:20,18
105,820,1367.38,2019-07-09 21:47:06,15
106,843,8761.07,2020-09-03 09:09:32,18
107,48,15009.06,2022-03-02 22:51:45,11
108,1080,5100.98,2021-04-20 00:53:15,12
109,488,4555.67,2018-02-17 06:08:04,5
110,648,4390.01,2020-08-17 16:23:28,11
111,824,3554.27,2021-12-05 19:49:48,2
112,702,3820.51,2021-09-19 20:39:43,14
113,95,26307.23,2022-05-17 13:41:47,19
114,358,192.12,2020-03-27 23:40:57,10
115,920,375.68,2022-02-01 11:22:24,2
116,214,14718.03,2020-09-30 06:29:19,5
117,249,4352.15,2022-05-15 02:58:35,9
118,284,1588.04,2020-04-03 07:06:34,15
119,44,6539.76,2021-01-04 04:05:10,8
120,1065,6155.56,2019-11-06 04:28:17,9
121,994,10674.60,2020-03-11 13:01:09,11
122,527,339.32,2021-11-02 06:15:05,10
123,210,18882.60,2020-11-20 14:07:03,11
124,535,53.17,2020-03-05 01:00:01,10
125,421,820.48,2019-04-28 02:34:26,16
126,427,10254.26,2020-05-08 14:20:16,13
127,899,11432.86,2022-02-20 08:32:08,19
128,134,2419.16,2019-07-19 08:49:35,7
129,395,3961.93,2018-04-13 12:34:49,6
130,419,27011.45,2020-08-06 02:13:40,5
131,1015,10521.82,2018-08-19 16:48:43,1
132,647,2727.25,2021-01-16 00:42:12,7
133,195,4448.18,2020-02-06 13:33:34,3
134,583,1589.20,2019-04-01 10:24:20,8
135,903,14123.37,2019-09-01 14:24:03,4
136,115,4405.84,2020-06-10 19:43:32,8
137,571,397.85,2021-01-21 08:23:43,4
138,642,5466.22,2022-04-28 12:38:02,15
139,673,9025.03,2018-10-09 03:20:24,11
140,1093,9005.93,2020-06-29 20:52:40,18
141,494,18836.63,2018-03-18 01:39:29,20
142,861,440.00,2021-12-17 11:27:14,1
143,489,8809.73,2019-06-12 12:09:26,3
144,382,813.87,2021-01-18 11:50:27,15
145,977,7556.30,2022-03-12 18:53:30,12
146,88,2677.78,2020-05-07 00:31:00,15
147,670,1166.47,2019-11-15 21:55:00,18
148,187,12007.46,2019-07-07 07:21:00,13
149,324,6231.79,2021-12-17 16:55:31,18
150,648,19822.38,2018-03-26 08:20:46,19
151,937,2612.23,2019-11-09 21:29:39,5
152,664,12610.66,2018-07-29 13:01:06,19
153,335,14615.87,2018-04-21 13:49:41,16
154,416,1235.99,2022-05-07 09:24:38,15
155,358,5549.54,2020-10-20 15:44:41,17
156,342,9608.96,2019-02-19 00:00:22,19
157,576,1593.04,2021-08-05 05:54:21,5
158,694,10639.79,2021-03-14 08:55:43,20
159,114,1808.26,2018-04-03 20:13:26,6
160,489,2691.19,2019-07-06 19:02:03,15
161,623,1246.27,2020-07-06 00:10:01,6
162,45,16083.93,2021-09-24 11:10:19,14
163,380,1931.96,2019-01-22 06:59:16,2
164,798,1931.21,2022-03-27 01:00:01,5
165,340,452.46,2020-08-21 14:42:07,18
166,232,1100.08,2020-06-09 03:14:33,3
167,38,410.09,2019-10-13 09:41:46,9
168,353,1615.13,2022-08-04 11:07:13,2
169,235,1620.93,2022-06-08 01:50:57,12
170,624,956.32,2020-09-12 03:49:03,14
171,1094,6750.17,2018-05-24 03:43:52,2
172,656,27494.50,2022-02-16 04:11:48,16
173,152,2868.66,2021-09-03 16:48:52,6
174,825,3984.80,2018-02-03 19:06:06,18
175,990,6623.19,2019-07-21 00:47:27,18
176,483,155.30,2018-07-06 19:18:52,10
177,813,272.21,2021-02-05 13:54:17,10
178,248,7802.08,2020-02-28 23:02:02,19
179,718,7242.46,2018-11-01 12:11:21,14
180,1014,4880.68,2022-08-04 12:18:07,18
181,517,8168.70,2018-11-10 16:41:36,17
182,99,16370.61,2020-10-03 18:07:21,19
183,427,7163.62,2019-04-25 05:01:54,11
184,59,2138.49,2022-01-01 13:44:59,16
185,956,3688.33,2019-02-21 03:58:41,16
186,1008,10362.04,2018-12-31 01:56:45,9
187,213,21756.50,2021-11-15 17:31:16,20
188,53,10422.40,2019-02-02 00:36:52,18
189,174,1263.73,2020-05-17 03:09:43,6
190,1076,14951.99,2019-02-17 07:53:09,16
191,770,101.43,2020-04-17 14:34:40,10
192,1069,1680.72,2021-04-04 03:53:00,1
193,83,207.68,2019-09-12 10:04:46,6
194,310,964.31,2018-06-18 00:30:02,8
195,506,4534.69,2018-12-10 04:49:25,9
196,898,11332.40,2021-04-26 12:39:28,7
197,1056,2365.26,2021-10-30 16:50:55,12
198,93,3871.42,2018-07-02 06:22:48,14
199,390,5904.53,2021-01-11 18:00:54,20
200,700,7048.42,2022-08-13 05:17:36,2
201,289,10810.19,2021-06-12 19:37:02,17
202,918,8983.85,2018-04-14 20:41:36,7
203,473,13710.64,2018-06-19 06:56:45,11
204,258,4900.09,2019-04-22 11:26:17,5
205,557,5721.46,2019-01-03 06:56:15,12
206,515,2513.19,2021-01-31 00:54:01,6
207,284,6434.93,2018-08-08 06:54:21,11
208,304,1500.14,2018-11-01 09:24:01,20
209,520,783.84,2019-10-15 05:08:00,7
210,807,1254.30,2019-10-25 13:06:25,4
211,1086,4674.36,2021-06-20 03:37:46,16
212,435,1478.40,2022-05-29 00:31:48,1
213,880,7338.59,2018-06-08 03:10:36,17
214,817,23269.38,2019-05-19 05:20:38,5
215,416,13824.24,2019-04-17 10:05:43,13
216,217,13671.08,2022-08-15 08:39:21,11
217,1095,458.07,2022-06-14 15:55:38,8
218,540,16174.93,2019-10-24 15:39:36,4
219,132,3477.07,2019-03-23 00:01:11,17
220,662,5557.83,2022-07-10 14:05:15,8
221,858,1175.26,2019-06-23 12:08:07,6
222,489,7259.18,2020-05-04 20:08:40,14
223,607,865.23,2020-02-11 23:49:07,10
224,139,1428.64,2021-03-01 00:28:54,5
225,204,4429.61,2021-07-17 16:02:41,19
226,497,2898.18,2022-07-26 15:13:44,7
227,263,2009.74,2018-12-09 00:37:44,6
228,970,4873.35,2020-02-14 23:22:10,13
229,442,11993.14,2018-05-13 16:19:34,16
230,461,2602.86,2021-10-07 06:47:47,9
231,539,592.17,2018-12-08 22:55:15,3
232,384,12723.74,2018-12-20 17:19:50,18
233,192,101.70,2018-05-20 10:14:56,11
234,348,6080.42,2019-11-23 22:03:31,18
235,974,17444.82,2018-12-15 01:34:10,1
236,135,10906.96,2021-01-29 22:02:45,20
237,416,1056.81,2021-04-11 19:03:42,11
238,948,10819.41,2019-12-13 18:38:49,4
239,193,21984.57,2021-07-26 04:57:03,13
240,1020,594.73,2021-06-17 18:46:57,6
241,423,31265.36,2018-04-24 05:44:22,13
242,1036,8089.97,2022-07-02 17:54:49,4
243,569,3506.68,2019-12-13 08:46:09,17
244,780,1169.33,2021-07-18 07:02:47,9
245,631,5398.60,2020-08-26 05:37:25,2
246,827,13272.49,2022-05-23 14:50:43,16
247,484,1871.28,2021-05-06 11:32:24,10
248,873,243.51,2021-06-24 04:29:29,10
249,312,1702.60,2021-02-27 04:54:42,2
250,178,8980.57,2022-06-07 21:05:03,14
251,762,194.63,2022-01-03 04:03:55,10
252,398,4691.48,2020-01-03 08:10:15,7
253,347,1833.93,2019-09-15 01:12:17,8
254,998,1049.92,2019-06-04 18:16:03,12
255,364,150.75,2022-02-19 03:28:30,12
256,684,3925.64,2021-12-24 19:21:20,9
257,174,358.98,2022-08-05 11:29:48,3
258,289,7239.90,2019-06-14 07:12:40,19
259,853,3384.68,2019-12-09 15:26:54,3
260,741,1207.39,2019-10-21 16:27:56,13
261,983,12682.49,2020-09-13 22:56:42,2
262,66,1109.39,2019-06-15 13:15:42,15
263,1084,9054.08,2022-02-07 12:08:46,2
264,512,214.97,2020-03-10 01:21:59,10
265,97,410.57,2019-02-01 02:54:52,10
266,233,879.08,2021-01-08 02:30:07,6
267,805,123.28,2018-07-19 08:44:07,10
268,537,3212.55,2019-08-22 02:08:29,15
269,527,2477.23,2021-04-21 11:56:14,6
270,1098,5036.99,2019-05-16 08:36:53,15
271,179,7357.39,2021-05-17 00:38:17,18
272,101,518.33,2020-10-25 04:56:57,10
273,763,4744.56,2020-12-13 16:15:51,14
274,416,423.13,2022-08-09 09:08:02,1
275,840,4110.89,2021-05-21 02:20:59,1
276,903,10685.97,2021-09-08 22:30:49,7
277,761,4439.13,2018-08-28 07:27:28,18
278,1007,13821.85,2021-08-06 23:42:46,5
279,266,12899.07,2021-01-15 17:07:23,13
280,409,20097.61,2020-07-19 07:17:48,5
281,217,12149.53,2018-12-04 12:38:58,16
282,454,935.94,2018-03-08 15:35:21,14
283,57,3497.21,2019-07-20 11:31:18,15
284,739,218.02,2018-12-14 10:58:33,10
285,309,23369.66,2020-02-12 11:38:30,5
286,394,5279.90,2019-04-22 13:31:31,16
287,257,1042.91,2019-01-08 19:06:59,16
288,253,23762.49,2020-05-18 12:00:31,5
289,638,2056.41,2020-08-09 07:38:20,1
290,90,2866.60,2021-05-04 17:09:30,6
291,147,678.83,2022-02-08 17:54:14,9
292,1058,2434.44,2022-04-01 11:36:41,17
293,318,7777.39,2019-10-19 00:25:40,9
294,162,18912.88,2019-09-10 02:25:37,13
295,634,2767.13,2020-08-10 20:10:31,14
296,422,3578.22,2019-01-21 00:35:00,12
297,366,21873.51,2020-02-26 18:03:35,11
298,455,1415.88,2019-01-31 14:54:00,19
299,974,1725.29,2019-02-12 19:52:28,12
300,811,22442.12,2018-06-27 01:53:37,5
301,447,91.95,2018-11-22 15:37:32,18
302,296,14476.91,2019-06-06 13:13:42,7
303,409,161.70,2019-07-08 00:08:35,10
304,446,3553.73,2019-02-27 16:02:22,16
305,192,1709.58,2022-07-09 11:39:39,11
306,1022,95.34,2018-06-07 10:58:22,10
307,878,24444.07,2020-08-25 10:02:07,19
308,40,10032.31,2022-07-18 00:29:29,9
309,221,3721.59,2020-09-26 00:00:17,4
310,231,8954.71,2021-06-25 03:41:56,20
311,1056,11950.23,2018-10-11 08:38:11,4
312,306,1346.33,2020-08-30 00:26:20,15
313,722,12043.64,2022-01-14 18:06:53,4
314,308,4810.84,2021-11-30 01:45:55,5
315,125,5593.45,2021-09-08 18:34:46,14
316,486,12672.61,2022-02-09 14:16:27,19
317,1004,228.15,2019-07-03 06:19:12,12
318,117,1073.78,2020-01-02 21:52:29,2
319,398,4778.83,2019-08-06 06:00:22,14
320,535,187.91,2021-11-20 09:40:37,15
321,1014,17484.82,2022-06-19 19:08:49,20
322,517,9881.02,2021-06-01 00:43:00,18
323,805,6791.14,2019-04-17 23:25:23,7
324,84,22003.74,2021-04-25 20:05:51,1
325,1010,16540.25,2020-10-30 05:38:52,5
326,751,18339.18,2020-12-23 19:34:22,4
327,692,17909.35,2019-03-08 13:47:25,16
328,298,658.38,2020-01-13 10:45:08,19
329,849,142.53,2020-10-08 19:13:51,16
330,1100,12792.76,2019-12-22 14:01:01,5
331,450,16743.23,2021-10-19 00:47:32,13
332,906,737.14,2021-10-27 04:13:23,17
333,3,8923.31,2022-08-15 04:18:28,18
334,463,3975.84,2018-11-28 03:19:22,5
335,903,1930.31,2021-04-11 15:25:13,2
336,860,528.12,2021-06-29 04:32:05,6
337,72,2242.17,2018-06-27 06:00:11,3
338,881,5478.99,2022-05-05 01:47:09,11
339,271,7720.93,2020-01-14 13:43:09,20
340,140,7915.80,2019-05-14 09:15:56,20
341,487,3600.75,2022-01-11 21:41:39,3
342,609,1133.93,2022-01-25 20:46:15,3
343,977,9414.78,2018-08-19 19:43:24,1
344,722,2863.20,2022-05-21 05:07:02,1
345,738,11753.65,2019-02-23 21:03:23,20
346,261,6876.85,2019-04-26 06:52:59,5
347,288,1726.04,2020-04-29 21:56:56,12
348,528,6940.93,2022-05-22 23:51:21,4
349,804,6390.83,2020-11-19 12:41:27,17
350,268,168.28,2022-02-22 15:04:59,10
351,333,8535.94,2020-11-17 22:14:07,14
352,1077,22034.06,2022-01-09 20:17:37,11
353,520,350.69,2018-03-09 19:02:41,6
354,810,20295.49,2021-03-16 02:21:00,4
355,280,2019.87,2019-01-29 15:21:37,15
356,459,5080.20,2019-08-10 00:28:05,13
357,1050,6583.03,2019-04-04 13:10:41,13
358,513,12377.63,2019-11-28 01:26:52,1
359,490,2772.64,2022-03-09 04:44:33,15
360,1009,10385.17,2020-12-30 04:55:12,7
361,33,732.63,2021-08-01 09:19:31,1
362,778,2927.82,2018-12-16 01:36:15,6
363,157,69.26,2021-01-18 13:37:07,2
364,601,120.79,2018-10-17 04:00:39,3
365,828,2246.93,2020-04-30 09:00:14,15
366,26,707.68,2020-02-16 15:46:47,2
367,726,2004.98,2022-07-23 02:41:22,12
368,670,1146.38,2019-11-20 01:14:18,17
369,843,237.98,2020-01-18 13:32:50,6
370,996,255.04,2022-05-10 12:39:07,17
371,485,4272.83,2020-02-29 17:08:49,17
372,200,17586.22,2018-07-02 07:15:14,19
373,302,867.12,2020-06-11 02:14:46,6
374,431,2383.78,2022-01-15 02:57:35,20
375,312,5014.98,2021-07-14 22:40:27,20
376,515,799.27,2022-01-11 00:05:54,8
377,702,4755.41,2021-04-28 08:28:18,8
378,815,7087.24,2021-03-31 23:00:16,2
379,667,19319.33,2019-01-06 21:26:48,16
380,112,5623.52,2020-11-02 19:55:17,7
381,48,2657.21,2021-04-24 06:37:37,10
382,913,9104.65,2021-07-12 20:47:36,11
383,919,2303.09,2020-03-21 01:13:31,18
384,952,2981.25,2021-03-18 07:00:14,9
385,808,9986.18,2021-02-21 14:40:44,1
386,664,530.29,2019-04-24 15:54:52,14
387,273,10162.84,2021-02-06 11:40:10,11
388,434,3417.87,2022-01-14 09:52:03,10
389,397,3067.77,2019-03-08 13:33:50,8
390,169,17945.64,2021-11-21 22:36:56,5
391,604,5117.62,2018-09-15 00:07:59,16
392,133,895.25,2020-08-13 20:48:48,6
393,130,5632.86,2019-07-21 04:00:33,15
394,337,7942.19,2022-02-03 03:00:08,20
395,370,5487.65,2020-08-12 02:40:26,1
396,995,4334.84,2020-10-13 13:58:51,20
397,710,137.67,2020-05-19 10:12:53,3
398,1078,2428.11,2020-02-15 22:05:26,1
399,547,5480.05,2021-04-15 20:28:30,1
400,795,5240.89,2019-02-01 16:54:17,17
401,222,11407.97,2021-05-26 04:53:42,18
402,555,2851.56,2019-07-02 05:44:58,6
403,153,10927.92,2021-08-10 18:20:17,15
404,568,4751.50,2018-04-16 01:47:47,3
405,844,935.44,2022-06-29 13:29:24,10
406,740,22873.58,2020-07-28 09:21:45,13
407,961,580.86,2018-01-28 00:39:25,8
408,805,14464.22,2018-08-18 22:12:16,7
409,892,5062.44,2021-04-16 10:35:28,11
410,279,5512.79,2022-04-11 01:33:26,11
411,1048,6733.92,2021-03-29 01:07:55,15
412,728,11580.22,2020-07-13 07:35:32,1
413,53,996.27,2018-05-23 07:17:02,8
414,835,6332.42,2019-09-10 16:04:12,14
415,767,10141.48,2019-10-11 21:12:16,11
416,923,149.22,2018-08-05 06:07:52,19
417,781,6361.71,2020-05-09 08:37:27,8
418,498,10210.47,2021-05-08 20:35:06,9
419,893,20391.20,2019-10-26 20:47:06,19
420,423,7690.96,2021-09-21 01:25:16,4
421,576,23530.15,2022-03-05 13:56:03,16
422,576,730.43,2019-02-07 15:55:03,15
423,105,16592.62,2019-09-22 19:49:24,11
424,107,1391.78,2018-11-25 14:39:13,15
425,617,65.28,2022-08-04 06:09:41,3
426,104,9608.05,2022-02-24 19:59:04,5
427,464,2192.44,2022-07-15 18:09:06,8
428,485,9654.77,2019-08-29 08:21:24,16
429,949,3048.33,2021-08-31 07:11:58,15
430,176,17767.77,2018-04-08 00:50:31,13
431,678,26874.32,2018-09-25 20:40:00,4
432,921,2373.53,2020-02-04 00:10:26,9
433,135,6271.79,2021-08-05 23:58:55,2
434,710,34903.31,2020-07-12 01:09:40,13
435,564,11557.57,2019-06-20 05:09:47,1
436,12,11262.55,2021-11-09 15:34:38,17
437,817,6421.59,2018-09-12 14:17:00,7
438,234,7761.29,2021-12-19 14:23:36,9
439,376,6492.63,2019-01-04 12:18:56,1
440,352,548.08,2022-07-08 06:25:34,4
441,512,3904.59,2018-02-04 13:28:30,15
442,304,2216.74,2022-02-19 21:12:20,11
443,81,7032.63,2021-07-18 23:21:54,13
444,951,10019.69,2018-08-13 18:26:36,20
445,715,19171.42,2019-04-19 14:17:44,5
446,546,17962.64,2019-06-19 09:09:43,16
447,234,199.16,2020-05-04 02:50:39,3
448,241,8495.71,2018-02-14 16:15:32,4
449,256,14419.24,2019-03-20 07:33:18,5
450,356,1329.35,2019-01-17 00:00:51,12
451,730,3184.45,2020-10-19 09:32:43,18
452,284,1990.79,2019-03-29 17:16:45,14
453,177,5853.78,2018-06-28 21:27:16,6
454,609,7354.24,2019-02-24 22:33:32,2
455,874,582.14,2020-04-19 04:10:32,3
456,915,3998.18,2020-09-26 10:32:52,9
457,75,2726.74,2018-10-24 09:35:45,14
458,1092,7189.85,2018-02-14 05:40:55,20
459,388,281.08,2018-07-26 14:12:08,3
460,15,16550.40,2019-10-25 00:36:04,16
461,974,23813.45,2021-04-02 12:12:43,13
462,353,20626.20,2021-04-03 04:04:16,16
463,326,10451.85,2020-03-17 11:29:48,17
464,742,39.31,2021-05-16 20:22:59,12
465,823,7218.77,2019-08-04 20:14:57,2
466,481,3059.45,2019-02-17 18:03:33,16
467,634,407.52,2018-05-04 14:56:30,3
468,38,101.24,2020-12-10 17:16:01,6
469,665,1380.32,2021-06-15 23:46:28,13
470,733,149.97,2018-11-18 18:17:34,6
471,539,13872.63,2021-02-22 23:14:11,7
472,325,457.37,2021-08-05 20:10:46,6
473,793,2353.27,2018-08-01 20:02:31,3
474,956,796.82,2018-09-21 06:23:33,12
475,1013,13480.03,2018-11-12 00:42:44,16
476,323,4451.45,2022-06-17 05:27:39,14
477,301,41.51,2018-06-19 22:15:31,12
478,415,1743.85,2020-07-23 00:42:56,8
479,333,837.67,2018-02-08 22:33:40,12
480,154,20382.37,2020-06-26 08:32:00,11
481,946,5118.61,2018-11-11 11:05:16,14
482,427,1912.92,2020-11-05 15:50:56,1
483,795,5109.32,2021-11-16 19:41:53,20
484,686,680.84,2018-02-08 07:11:21,6
485,187,4928.98,2020-11-23 08:43:51,20
486,754,8798.72,2020-02-21 00:36:28,20
487,6,1109.45,2021-04-24 20:03:44,11
488,541,5670.95,2021-09-28 03:23:01,15
489,414,944.17,2020-12-07 11:26:54,2
490,107,3063.64,2018-10-30 21:20:32,6
491,47,13458.25,2019-10-30 16:28:25,16
492,501,16751.59,2019-07-08 13:44:28,5
493,1083,31201.74,2021-08-20 10:23:29,16
494,95,2863.53,2020-12-19 02:28:52,3
495,977,20220.88,2018-02-19 21:21:57,13
496,302,1640.43,2022-05-30 23:21:10,15
497,532,6210.98,2018-10-09 17:14:20,5
498,771,80.89,2020-04-10 14:19:54,12
499,669,1604.58,2018-10-24 12:38:08,15
500,901,3567.15,2020-12-04 02:00:24,7
501,476,11467.45,2019-01-26 20:53:39,1
502,943,9418.50,2020-12-16 09:28:47,6
503,397,10190.47,2021-04-08 19:04:58,1
504,81,5299.68,2019-01-22 00:30:59,2
505,55,10258.02,2020-01-30 06:51:46,7
506,691,153.39,2019-11-21 06:33:55,10
507,338,88.79,2021-10-02 20:42:13,3
508,270,2651.75,2018-05-27 17:36:53,6
509,804,6005.02,2019-10-23 01:11:31,18
510,403,1545.15,2019-06-28 00:37:47,15
511,539,2645.62,2018-11-02 10:19:25,19
512,817,11364.15,2018-02-23 23:56:25,4
513,875,11520.82,2021-05-12 12:16:56,20
514,257,23291.97,2021-09-30 19:20:53,20
515,511,1430.12,2018-07-10 14:38:47,12
516,222,705.92,2018-03-17 22:48:02,9
517,684,4796.23,2019-02-08 02:46:45,15
518,233,457.52,2021-04-04 02:27:43,3
519,1039,38.46,2020-04-06 21:26:06,6
520,193,21142.61,2019-10-14 04:09:17,16
521,229,4513.51,2021-03-30 17:47:31,3
522,864,1097.10,2021-05-30 15:21:02,6
523,330,1427.04,2021-10-20 12:06:45,18
524,570,6598.53,2020-05-31 06:37:32,11
525,1025,435.52,2020-11-27 08:51:39,1
526,634,343.49,2020-03-01 11:06:46,17
527,25,17602.84,2019-12-01 02:43:03,20
528,726,2159.87,2022-01-16 20:03:29,6
529,201,38613.94,2022-06-03 05:42:44,16
530,828,11129.78,2019-09-01 16:31:36,8
531,93,6029.84,2019-03-29 18:17:02,17
532,248,634.53,2019-05-19 09:45:05,3
533,879,1129.10,2021-08-14 08:35:25,12
534,201,8900.12,2018-10-16 04:02:33,13
535,217,2605.67,2021-07-23 14:07:38,1
536,723,1389.89,2020-04-26 06:40:31,9
537,127,10292.02,2020-07-30 07:38:56,18
538,5,5888.09,2020-02-28 12:30:30,17
539,686,13430.67,2019-01-15 03:45:00,11
540,525,28778.05,2020-12-16 06:14:13,16
541,835,3410.69,2018-11-05 18:33:30,18
542,39,385.69,2018-11-10 06:48:09,17
543,174,7341.32,2019-05-17 13:20:06,18
544,317,7074.64,2019-04-11 05:21:47,16
545,83,22572.52,2022-01-29 23:12:29,16
546,952,7549.43,2021-08-13 07:43:10,8
547,726,17127.41,2018-10-04 17:44:34,16
548,550,1569.72,2020-06-09 18:21:32,8
549,1093,264.01,2018-06-08 17:40:41,12
550,1081,3530.21,2021-03-20 14:58:15,12
551,188,7885.36,2021-02-08 17:46:44,7
552,1062,11894.48,2019-11-11 08:38:11,19
553,80,14685.52,2021-11-22 18:51:24,11
554,406,945.89,2021-08-21 02:29:35,2
555,198,54.58,2020-10-02 06:57:43,10
556,274,4099.94,2019-12-15 07:11:17,9
557,641,13174.57,2022-06-28 04:42:10,7
558,725,1505.41,2020-04-10 00:11:18,2
559,355,3155.82,2021-08-07 00:03:51,8
560,949,5418.06,2020-02-23 03:11:59,17
561,423,6045.05,2021-04-13 00:57:53,13
562,287,536.86,2018-05-21 12:53:59,6
563,452,14872.60,2021-05-29 07:33:27,4
564,409,6517.64,2019-09-09 17:19:49,9
565,31,954.35,2021-03-14 12:19:36,6
566,482,1399.51,2020-01-01 05:14:05,9
567,778,101.08,2018-12-21 00:49:30,6
568,480,2481.85,2018-10-25 18:08:33,17
569,125,5865.35,2020-07-13 23:48:04,8
570,625,23923.02,2020-04-04 10:49:34,20
571,70,15161.99,2021-03-11 05:35:33,5
572,213,231.65,2020-06-10 17:20:16,17
573,937,822.01,2022-03-09 21:22:22,5
574,733,11978.58,2020-07-12 07:43:44,18
575,742,5546.03,2018-08-01 06:06:00,14
576,405,11474.16,2020-05-11 16:44:43,7
577,695,7635.06,2020-05-28 09:49:26,7
578,605,16250.48,2018-04-10 09:25:00,17
579,869,715.19,2018-09-08 18:08:02,5
580,875,185.28,2018-12-24 04:07:50,8
581,710,20972.27,2018-09-07 14:49:16,7
582,804,2237.39,2022-06-04 08:41:11,1
583,650,16131.91,2020-12-13 07:46:46,13
584,67,5442.40,2020-12-07 08:13:59,4
585,228,985.17,2021-11-02 00:53:57,12
586,536,9415.39,2020-01-08 20:19:20,9
